LocationFromNERflair,policereport_id
Schöneweide,5159
Auguste-Viktoria-Allee,5160
Reinickendorf,5160
General-Barby-Straße,5160
Meller Bogen,5160
Am Heidefriedhof,5161
Reißeckstraße,5161
Britzer Straße,5161
Mariendorf,5161
Schmargendorf,5162
Büdnerring,5163
Reinickendorf,5163
Hallesches Tor,5164
Friedenau,5165
Spandau,5165
Haselhorst,5165
Treptow-Köpenick,5165
Groß-Berliner Damm,5165
Tempelhof-Schöneberg,5165
Am Juliusturm,5165
Rheinstraße,5165
Johannisthal,5165
Haynauer Straße,5166
Lankwitz,5166
Kreuzberg,5167
Ritterstraße,5167
Troppauer Straße,5168
Heydenstraße,5168
Schmargendorf,5168
Dircksenstraße,5168
Teltower Damm,5168
Charlottenburger Chaussee,5168
Lichterfelde,5168
Berlin,5168
Mitte,5168
Zehlendorf,5168
Tempelhof,5168
Mühlenstraße,5168
Traunstein,5168
Mühldorf,5168
Berlin,5169
Jannowitzbrücke,5169
Berlin-Lankwitz,5170
Tempelhofer Damm,5170
Berlin,5170
Tempelhof,5170
Eiswaldtstraße,5170
Alt-Tempelhof,5170
Zionskirchstraße,5171
Magdalenenstraße,5172
Lichtenberg,5172
Frankfurter Allee,5172
Karow,5173
Moabit,5174
Turmstraße,5174
Britz,5175
Buckower Damm,5175
Hellersdorfer Straße,5177
Cecilienstraße,5177
Hellersdorf,5177
Rosenthal,5178
Quickborner Straße,5178
Berlin,5178
Hauptstraße,5178
Weißensee,5179
Berliner Allee,5179
Wilmersdorf,5180
Trabener Straße,5181
Grunewald,5181
Schönhauser Allee,5182
Rodenberg,5182
Berlin,5182
Pankow,5182
Ecke Eschengraben,5182
Kreuzberg,5183
Kottbusser Tor,5183
Tempelhofer Weg,5184
Tempelhof,5184
Treptower Straße,5185
Sonnenallee,5185
Grenzallee,5185
Neukölln,5185
Alt-Hellersdorf,5186
Hellersdorf,5186
Finsterwalder Straße,5187
Märkischen Viertel,5187
Kreuzberg,5188
Schönleinstraße,5188
Martin-Luther-Straße,5189
Schöneberg,5189
Hohenstaufenstraße,5189
Dahlem,5190
Onkel-Toms-Hütte,5190
Oskar-Helene-Heim,5190
Pankeland,5191
Steintal,5191
Robert-Rössle-Straße,5191
Zepernicker Straße,5191
Karower Chaussee,5191
Bellermannstraße,5192
Gesundbrunnen,5192
Grüntaler Straße,5192
Brehmstraße,5192
Niemegker Straße,5193
Leopoldplatz,5194
Moritzplatz,5195
Kreuzberg,5195
Kreuzberg,5196
Kottbusser Tor,5196
Kreuzberg,5197
Schlesischen Straße,5197
Neukölln,5198
Pflügerstraße,5198
Marzahn,5199
Borkheider Straße,5199
Friedrichshain,5200
Boxhagener Straße,5200
Britz,5201
Britzer Damm,5201
Zangengasse,5202
Wittenau,5202
Friedrichshain,5203
Karl-Marx-Allee,5203
Liebigstraße,5203
Spandau,5204
Neuendorfer Straße,5204
Carl-Schurz-Straße,5204
Alt-Moabit,5205
Kaiserin-Augusta-Allee,5205
Sigmund-Bergmann-Straße,5206
Hakenfelde,5206
Schöneberg,5207
Potsdamer Straße,5207
Bülowstraße,5207
Osloer Straße,5208
Wollankstraße,5208
Pankow,5208
Gesundbrunnen,5209
Antonstraße,5209
Berlin,5209
Wedding,5209
Moritzplatz,5210
Kreuzberg,5210
Friedrichsfelde,5211
Fußgängerfurt,5211
Rosenfelder Straße,5211
Grün,5211
Alt-Friedrichsfelde,5211
Johannisthal,5212
Südostallee,5212
Friedrich-List-Straße,5212
Buckow,5213
M 44,5213
Hermannplatz,5213
Buckower Damm,5213
Schöneberg,5214
Zietenstraße,5214
Heubnerweg,5215
Charlottenburg,5215
Pulsstraße,5215
Klixstraße,5216
Osloer Ecke,5216
Reinickendorfer Straße,5216
Gesundbrunnen,5216
Westend,5217
Landsberger Allee,5218
Maximilianstraße,5218
Petersburger Straße,5218
Fußgängerfurt,5218
Friedrichshain-Kreuzberg,5218
Danziger Straße,5218
Wollankstraße,5218
Pankow,5218
Mühlenstraße,5218
Friedrichshain,5218
Hackescher Markt,5219
Elsa-Brändström-Straße,5220
Neumannstraße,5220
Pankow,5220
Poelchaustraße,5221
Marzahn,5221
Märkische Allee,5221
Lichtenberg,5222
Nollendorfplatz,5222
Möllendorffstraße,5222
Zietenstraße,5222
Bülowstraße,5222
Tempelhof-Schöneberg,5222
Schöneberg,5222
Fennpfuhl,5222
Potsdamer Straße,5222
Staaken,5223
Möthlower Straße,5223
Grün,5224
Friedrichstraße,5224
Reinhardtstraße,5224
Berlin,5225
Alexanderplatz,5225
Köpenick,5226
Wilhelmstraße,5227
Tempelhofer Damm,5227
Spandau,5227
Tempelhof-Schöneberg,5227
Tempelhof,5227
Klosterstraße,5227
Alt-Tempelhof,5227
Osloer Straße,5228
Invalidenstraße,5229
Eberswalder Straße,5229
BAB 100,5230
Renault-Clio,5230
Dohnagestell,5230
Luxemburger Straße,5230
Müllerstraße,5230
Wedding,5230
Seestraße,5230
Sickingenstraße,5230
Müllerstraße Ecke,5230
Beusselbrücke,5230
Kreuzberg,5231
Hermannplatz,5231
Kottbusser Tor,5231
Friedrichsfelde,5233
Dolgenseestraße,5233
Britz,5234
Britzer Damm,5234
Gradestraße,5234
Friedrichshain-Kreuzberg,5235
Hedemannstraße,5235
Pankow,5235
Kreuzberg,5235
Schönerlinder Straße,5235
Charlottenburg,5236
Trendelenburgstraße,5236
Rosa-Luxemburg-Straße,5237
Spandauer Straße,5237
Rosenstraße,5237
Hellersdorf,5238
Naumburger Ring,5238
Louis-Lewin-Straße,5238
Wedding,5239
Sonnenallee,5240
Oberlandstraße,5241
Tempelhofer Damm,5241
Tempelhof,5241
Neukölln,5241
Kreuzberg,5242
Görlitzer Bahnhof,5242
Wedding,5243
Brunsbütteler Damm,5244
Staaken,5244
Haselhorst,5244
Brand,5244
Bruno-Apitz-Straße,5245
Weißensee,5245
Mohren,5246
Glinkastraße,5246
Mohrenstraße,5246
Goethestraße,5247
Ostpreußendamm,5247
Lichterfelde,5247
Königsberger Straße,5247
Martinshorn,5247
Pankow,5248
Greifswalder Straße,5249
Prenzlauer Berg,5249
Kniprodestraße,5249
Storkower Straße,5249
Lichtenrader Damm,5250
Groß-Ziethener Straße,5250
Sodenstraße,5250
Kreuzberg,5251
Gitschiner Straße,5251
Grenzallee,5252
Stubenrauchstraße,5252
Flensburg,5252
Neukölln,5252
Fürstenwalder Damm,5253
Spreestraße,5253
Friedrichshagen,5253
Niederschöneweide,5253
Marienwerderweg,5253
Salvador-Allende-Straße,5253
Seestraße,5254
Wedding,5254
Trusetaler Straße,5255
Marzahn,5255
Max-Herrmann-Straße,5255
Gosener Landstraße,5256
Müggelheim,5256
Charlottenburg,5257
Kurfürstendamm,5257
Passauer Straße,5257
Katharinenstraße,5257
Tiergarten,5257
Berlin,5257
Lichterfelde,5257
Halensee,5257
Keithstraße,5257
Schöneberg,5257
Berner Straße,5257
Frohnau,5258
Treskowstraße,5259
Niederschönhausen,5259
Waldstraße,5259
Kuckhoffstraße,5259
Platanenstraße,5259
Ruhleben,5260
Schöneberg,5260
Berlin,5260
Bülowstraße,5260
Leopoldplatz,5261
Wedding,5261
Karl-Liebknecht-Straße,5262
Dircksenstraße,5262
Pankstraße,5263
Hermannstraße,5264
Böckhstraße,5264
Friedrichshain-Kreuzberg,5264
Kreuzberg,5264
Eschersheimer Straße,5264
Graefestraße,5264
Neukölln,5264
Rot,5264
Silbersteinstraße,5264
Prenzlauer Berg,5265
Winsstraße,5265
Cecilienstraße,5266
Biesdorf,5266
Kreuzberg,5267
Gneisenaustraße,5267
Urbanstraße,5267
Antwerpener Straße,5268
Wedding,5268
Britz,5269
Holzmindener Straße,5269
Paulsenstraße,5270
Steglitz,5270
Weißensee,5271
Streustraße,5271
Kissingenplatz,5271
Pankow,5271
Marienfelde,5272
Nahmitzer Damms,5272
Seeburger Straße,5273
Wilhelmstadt,5273
Hellersdorf,5274
Alice-Salomon-Platz,5274
Haselhorst,5275
Flensburg,5275
Friedrichsfelde,5276
Massower Straße,5276
Brand,5278
Am Brendegraben,5278
Zehlendorf,5279
Fischerhüttenstraße,5279
Argentische Allee,5279
Stendaler Straße,5280
Hellersdorf,5280
Friedrichstraße,5282
Fritz-Erler-Allee,5283
Gropiusstadt,5283
Rosenthaler Straße,5284
Genslerstraße,5285
Alt-Hohenschönhausen,5285
Köpenick,5286
Salvador-Allende-Straße,5286
Märkischen Allee,5287
Springpfuhl,5287
Brand,5288
Lynarstraße,5288
Wedding,5288
Karl-Marx-Straße,5289
Neukölln,5289
Dominicusstraße,5290
Reichenberger Straße,5291
Liegnitzer Straße,5291
Ortwinstraße,5292
Frohnau,5292
Wahnfriedstraße,5292
Soorstraße,5293
Westend,5293
Fürstenbrunner Weg,5294
Spandauer Damm,5294
Königin-Elisabeth-Straße,5294
Westend,5294
Berlin,5295
Deutschland,5295
Landsberger Allee,5296
Berlin,5296
Alt-Hohenschönhausen,5296
Steglitzer Damm,5297
Steglitz,5297
Olympiastadion,5298
Heerstraße,5298
Charlottenburg,5298
Nostizstraße,5299
Görlitzer Park,5299
Flensburg,5300
Schöneberg,5300
Tauentzienstraße,5300
Neukölln,5300
Potsdamer Straße,5300
Seestraße,5301
Indische Straße,5301
Wedding,5301
Prenzlauer Berg,5302
Greifswalder Straße,5302
Hohenschönhausen,5303
Ahrenshooper Straße,5303
Otto-Braun-Straße,5304
Mollstraße,5304
Wilmersdorf,5305
Güntzelstraße,5305
Uhlandstraße,5305
Hohenzollerndamm,5305
Lichtenberg,5306
Tierpark,5306
Karlshorst,5307
Schöneberg,5308
Tauentzienstraße,5308
Wittenbergplatzes,5308
Drakestraße,5309
Lichterfelde,5309
Baseler Straße,5309
Landsberger Allee,5310
Friedrichshain,5310
Marzahn,5310
Fritz-Riedel-Straße,5310
Kreuzberg,5311
Wassertorstraße,5311
Oberschöneweide,5312
Bohnsdorf,5312
Waltersdorfer Straße,5312
Waldstraße,5312
Brandenburg,5313
Berlin,5313
Hellersdorf,5313
Gothaer Straße,5313
Brunnenstraße,5314
Jansenstraße,5315
Oranienburger Straße,5315
Wittenau,5315
Waldstraße,5315
Osteweg,5316
Lichterfelde,5316
Tempelhof,5317
Alt-Tempelhof,5317
Damerowstraße,5318
Spandau,5318
Emil-Basdeck-Straße,5318
Gatow,5318
Pankow,5318
Weinmeisterhornweg,5318
Gatower Straße,5318
Reinickendorf,5319
Mariendorfer Damm,5320
Tempelhofer Damm,5320
Tempelhof,5320
Ordensmeisterstraße,5320
Askanierring,5321
Spandau,5321
BAB 100,5322
Flensburg,5322
Westend,5322
Nord,5322
Rudolf-Wissell-Brücke,5322
Seelenbinderstraße,5323
Köpenick,5323
Tempelhofer Weg,5324
Britz,5324
Gradestraße,5324
Tegel,5325
Hermann-Blankenstein-Straße,5326
Treptow-Köpenick,5326
Richard-Ermisch-Straße,5326
Mahlsdorfer Straße,5326
Pankow,5326
Prenzlauer Berg,5326
Köpenick,5326
Hermannstraße,5327
Neukölln,5327
Silbersteinstraße,5327
Oranienburger Straße,5328
Wilhelmsruher Damm,5328
Moabit,5328
Dannenwalder Weg,5328
Wittenau,5328
Wedding,5328
Gehweg,5328
Niederschöneweide,5329
Adlershof,5329
Berlin-Adlershof,5329
Nipkowstraße,5329
Friedrichstraße,5330
Sterndamm,5331
Steglitz-Zehlendorf,5331
Teltower Dammes,5331
Pietschkerstraße,5331
Treptow-Köpenick,5331
Zehlendorf,5331
Staudenweg,5331
Johannisthal,5331
Machnower Straße,5331
Schöneweide,5331
Landsberger Allee,5332
Spandau,5332
Haselhorst,5332
Berlin,5332
Laube,5332
Alt-Hohenschönhausen,5332
Riesaer Straße,5333
Hellersdorfer Straße,5333
Berlin-Adlershof,5333
Hellersdorf,5333
Nipkowstraße,5333
Hannover,5334
Berlin,5334
Neukölln,5334
Charlottenburg,5335
Zillestraße,5335
Französisch Buchholz,5336
Müggelheimer Straße,5336
Treptow-Köpenick,5336
Pankow,5336
Wendenschloßstraße,5336
Schönerlinder Straße,5336
Köpenick,5336
Sondershauser Straße,5337
Lichterfelde,5337
Friedrichshain,5338
Rigaer Straße,5338
Lichtenberg,5340
Bernhard-Bästlein-Straße,5340
Nord,5340
Gerlinger Straße,5340
Drusenheimer Weg,5340
Weißenseer Weg,5340
Buckow,5340
Fennpfuhl,5340
Pankow,5340
Neukölln,5340
Oranienburger Straße,5341
Wittenau,5341
Prenzlauer Berg,5342
Eugen-Schönhaar-Straße,5342
Brandenburgischen Straße,5343
Charlottenburg,5343
Suarezstraße,5343
Schustehrusstraße,5343
Spandauer Damm,5343
Kaiser-Friedrich-Straße,5343
Wilmersdorf,5343
Schloßstraße,5343
Kaiserdamm,5343
Lohmühlenstraße,5344
Alt-Treptow,5344
Spandau,5345
Westend,5346
Friedrichshain,5347
Rigaer Straße,5347
Sterndamm,5348
Großberliner Damm,5348
Beethovenstraße,5349
Lankwitz,5349
Falkenberger Chaussee,5350
Neu-Hohenschönhausen,5350
X 54,5350
Hohenschönhausen,5350
Friedrichshain,5351
Rigaer Straße,5351
Utrechter Straße,5352
Wedding,5352
Baumschulenweg,5353
Baumschulenstraße,5353
Hanns-Eisler-Straße,5354
Prenzlauer Berg,5354
Berlin,5354
Halensee,5355
Ohmstraße,5356
Siemensstadt,5356
Siemensdamm,5356
Nonnendammallee,5356
Friedrich-Gerlach-Brücke,5357
Schöneberg,5357
Sachsendamm,5357
Reinickendorf,5358
Lindauer Allee,5358
Residenzstraße,5358
Emmentaler Straße,5358
Britz,5359
Steinbockstraße,5359
Rungiusstraße,5359
Onkel-Bräsig-Straße,5359
Gielower Straße,5359
Bruno-Bauer-Straße,5359
Neukölln,5359
Parchimer Allee,5359
M 21,5360
Märkischen Viertel,5360
Wilhelmsruher Damm,5360
Wittenau,5360
Uhlandstraße,5360
Gesundbrunnen,5361
Berlin,5361
Behmstraße,5361
Alexanderplatz,5362
Lichtenberg,5363
Brunnenstraße,5363
Gürtelstraße,5363
Frankfurter Allee,5363
Friedrichshain-Kreuzberg,5363
Suermondtstraße,5363
Degnerstraße,5363
Friedrichshain,5363
Invalidenstraße,5363
Anklamer Straße,5363
Alt-Hohenschönhausen,5363
Wilmersdorf,5364
Bregenzer Straße,5364
Kaiser-Wilhelm-Straße,5365
Lankwitz,5365
Prinzenallee,5366
Osloer Straße,5367
Weißensee,5368
Berliner Allee,5368
Ernst-Bloch-Straße,5369
Hellersdorf,5369
Sonnenallee,5370
Neukölln,5370
Friedrichshain,5371
Gürtelstraße,5371
Antonstraße,5372
Wedding,5372
Müllerstraße,5372
Alt-Wittenau,5373
Oranienburger Straße,5373
Techowpromenade,5373
Wittenau,5373
Rahnsdorf,5374
Erkner,5374
Fürstenwalder Allee,5374
Mahlsdorf,5375
Hönower Straße,5375
Osloer Straße,5376
Prinzenallee,5376
Bellermannstraße,5376
Lützowstraße,5377
Tiergarten,5377
Wildenbruchstraße,5378
Harzer Straße,5378
Neukölln,5378
Britz,5379
Späthstraße,5379
Neue Späthstraße,5379
Neue Späthbrücke,5379
Spandau,5380
Pichelswerderstraße,5380
Stresow,5380
Steglitz,5381
Schloßstraße,5381
Berlin,5381
Kieler Straße,5381
Rot,5382
Charlottenburg,5382
Bachstraße,5382
Großer Stern,5382
Schöneberg,5383
Monumentenstraße,5383
Bautzener Straße,5383
Lankwitz,5383
Eiswaldtstraße,5383
Prinzenstraße,5384
Michaelkirchstraße,5385
Warthestraße,5385
Neukölln,5385
Badstraße,5386
Blankenfelder Chaussee,5387
Schildower Straße,5387
Dietzgenstraße,5387
Blankenfelde,5387
Hauptstraße,5387
Engeldamm,5388
Berlin,5388
Köpenicker Straße,5388
Altglienicke,5389
Sophie-Charlotten-Straße,5390
Charlottenburg,5390
Badstraße,5391
Gesundbrunnen,5391
Friedrichshain,5392
Karl-Marx-Allee,5392
Soldiner Straße,5393
Gesundbrunnen,5393
Friedrichshain,5394
Revaler Straße,5394
Wilmersdorf,5395
Brandenburgischen Straße,5395
Berlin,5396
Walther-Schreiber-Platz,5397
Friedenau,5397
Rigaer Straße,5398
Krossener Straße,5398
Brand,5398
Flammen,5398
Weserstraße,5398
Jessnerstraße,5398
Friedrichshain,5398
Columbiadamm,5399
Neukölln,5399
Flughafenstraße,5399
Spandau,5400
Berlin,5400
An der Kappe,5400
Tempelhof,5400
Holzmannstraße,5400
Charlottenburg-Nord,5401
Mierendorffstraße,5401
Tegeler Weg,5401
Max-Dorn-Straße,5401
Mauerstraße,5402
Ernst-Reuter-Platz,5403
Charlottenburg,5403
Bürknerstraße,5404
Brand,5404
Neukölln,5404
Wilhelmsruher Damms,5405
Senftenberger Ring,5405
Märkischen Viertel,5405
Rosenthal,5405
Treuenbrietzener Straße,5405
Marzahn,5406
Elisabethstraße,5406
Brunnenstraße,5407
Lohmühlenstraße,5408
Alt-Treptow,5408
Lichterfelde,5409
Paralellstraße,5409
Schönwalder Allee,5410
Hakenfelde,5410
Hubertusstraße,5410
Rahnsdorf,5411
Eichbergstraße,5411
Fürstenwalder Allee,5411
Prenzlauer Berg,5412
Prenzlauer Allee,5412
Lichtenrade,5413
John-Locke-Straße,5413
Kreuzberg,5414
Reichenberger Straße,5414
Kottbusser Tor,5414
Spandau,5415
Nostizstraße,5416
Möckernstraße,5416
Gneisenaustraße,5416
Kreuzberg,5416
Yorckstraße,5416
Kottbusser Damm,5416
Roseggerstraße,5417
Neukölln,5417
Nestorstraße,5418
Dominicusstraße,5418
Charlottenburg,5418
Charlottenburg-Wilmersdorf,5418
Sachsendamm,5418
Tempelhof-Schöneberg,5418
Schöneberg,5418
Reinickendorfer Straße,5419
Wedding,5419
Durlacher Straße,5420
Wilmersdorf,5420
Bundesallee,5420
Steglitz,5420
Schöneberg,5421
Eisenacher Straße,5421
Alt-Hohenschönhausen,5422
Lichtenberg,5423
Eitelstraße,5423
Romain-Rolland-Straße,5424
Berlin,5424
Heinersdorf,5424
Friedrichshain,5425
Alexanderplatz,5426
Beusselstraße,5427
Flensburg,5427
Jakob-Kaiser-Platz,5427
Schulzendorf,5428
Wilmersdorf,5429
Wilhelmsaue,5429
Wilhelmstadt,5429
Schönstedtstraße,5430
Thurneysserstraße,5430
Brunnenplatz,5430
Wedding,5430
Bleibtreustraße,5431
Babelsberger Straße,5432
Wilmersdorf,5432
Wendenschloßstraße,5433
Köpenick,5433
Müggelheimer Straße,5433
Kiefholzstraße,5434
Baumschulenweg,5434
Alexanderstraße,5435
Bernhard-Weiß-Straße,5435
Britz,5436
Britzer Damm,5436
Pallasstraße,5437
Potsdamer Straße,5437
Ruhleben,5438
Schöneberg,5438
Bülowstraße,5438
Kreuzberg,5439
Reichenberger Straße,5439
Landsberger Allee,5440
Friedrich-Gerlach-Brücke,5440
Französisch Buchholz,5440
BAB 114,5440
Storkower Straße,5440
Tempelhof-Schöneberg,5440
Schöneberg,5440
Schönerlinder,5440
Pankow,5440
Pasewalker Straße,5440
Rot,5440
Prenzlauer Berg,5440
Friedenau,5441
Stubenrauchstraße,5441
Halensee,5442
Markgraf-Albrecht-Straße,5442
Sigismundkorso,5443
Frohnau,5443
Brand,5444
Osdorfer Straße,5444
Lichterfelde,5444
Teltower Damm,5445
Zehlendorf,5445
Clayallee,5445
Scharfestraße,5445
Schützallee,5445
Zehlendorf,5446
Täubchenstraße,5446
Kurfürstendamm,5447
Charlottenburg,5447
Olivaer Platz,5447
Wielandstraße,5447
Wilhelmsruher Damm,5448
Hermannplatz,5449
Neukölln,5449
Kastanienallee,5450
Spandau,5450
Heerstraße,5450
Westend,5450
Dominicusstraße,5451
Schönberg,5451
Lichterfelde,5452
Wismarer Straße,5452
Lichtenberg,5453
Pfarrstraße Flammen,5453
Rummelsburg,5453
Neukölln,5453
Oberlandstraße,5454
Tempelhof,5454
Berlin,5454
Ringbahnstraße,5454
Torstraße,5455
Invalidenstraße,5455
Gesundbrunnen,5456
Alexanderplatz,5457
Gatow,5458
Pankow,5459
Mühlenstraße,5459
Oderstraße,5460
Warthestraße,5460
Neukölln,5460
Charlottenburg,5461
Gutenbergstraße,5461
Hannah-Kaminski-Straße,5461
Wichertstraße,5462
Prenzlauer Berg,5462
Spandau,5463
Badstraße,5463
Berlin,5463
Wedding,5463
Soldiner Straße,5463
Gesundbrunnen,5464
Prenzlauer Berg,5465
Dänenstraße,5465
Motzstraße,5466
Schöneberg,5466
Treskowallee,5467
Dönhoffstraße,5467
Hentigstraße,5467
Karlshorst,5467
Torstraße,5468
Prenzlauer Berg,5468
Maybachufer,5469
Charlottenburg,5470
Nürnberger Straße,5470
Kurfürstendamm,5470
Wittenbergplatz,5470
Tauentzien,5470
Passauer Straße,5470
Moabit,5470
Berlin,5470
Tauentzienstraße,5470
Friedrichshain,5471
Rigaer Straße,5471
Samariterstraße,5471
Voigt,5471
Bochumer Straße,5472
Moabit,5472
Alt-Moabit,5472
Berlin-Moabit,5472
Putlitzbrücke,5472
Turmstraße,5472
Invalidenstraße,5472
Wedding,5473
Müllerstraße,5473
Freienwalder Straße,5474
Alt-Hohenschönhausen,5474
Tiergarten,5475
Buckow,5476
Löwensteinring,5476
Krüllstraße,5477
Karl-Kunger-Straße,5477
Treptow,5477
Alexanderplatz,5478
Friedrichsfelde,5479
Lichtenberg,5479
Seddiner Straße,5479
Alexanderstraße,5479
Rhinstraße,5479
Bergiusstraße,5480
Tempelhof,5480
Grenzallee,5480
Schönefeld,5480
Grunewald,5481
Hüttenweg,5481
Nikolassee,5481
Revaler Straße,5482
Berlin,5482
Berlin-Tiergarten,5482
Keithstraße,5482
Friedrichshain,5482
Warschauer Straße,5482
Lychener Straße,5483
Prenzlauer Berg,5483
Schulstraße,5484
Maxstraße,5484
Wedding,5484
Reinickendorfer Straße,5485
Wedding,5485
Zehlendorf,5486
Krumme Lanke,5486
Berlin,5486
Grunewald,5487
Teufelssee,5487
Marzahn,5488
Kurfürstendamm,5489
Charlottenburg,5489
BAB 100,5490
Alboinstraße,5490
Nord,5490
Schöneberg,5490
Gradestraße,5490
Reißeckstraße,5491
Mariendorf,5491
Am Heidefriedhof,5491
Weißensee,5492
Bundenbacher Weg,5492
Wilmersdorf,5493
Hohenzollerndamm,5493
Emser Straße,5493
Rudow,5494
Kappenstraße,5494
Dörpfeldstraße,5495
Adlershof,5495
Walter-Friedrich-Straße,5496
Wilhelmstraße,5497
Wilhelmstadt,5497
Metzer Straße,5497
Britzer Damms,5498
Britz,5498
Blaschkoallee,5498
Britzer Damm,5498
Gradestraße,5498
Wilmersdorf,5499
Bregenzer Straße,5499
Friedrichshain,5500
Wriezener Karree,5500
Brand,5500
Friedrichshain,5501
Simon-Dach-Straße,5501
Ostkreuz,5501
Krossener Straße,5501
Tempelhofer Weg,5502
Schöneberg,5502
Zehlendorf,5503
Onkel-Tom-Straße,5503
Potsdamer Straße,5503
Michelangelostraße,5504
Hanns-Eisler-Straße,5504
Prenzlauer Berg,5504
Hochstraße,5505
Pankstraße,5505
Reinickendorfer Straße,5505
Gesundbrunnen,5505
Lynarstraße,5505
Lichtenberg,5506
Treptow-Köpenick,5506
Merlitzstraße,5506
Adlershof,5506
Alt-Treptow,5507
Bouchéstraße,5507
Wilhelmstraße,5508
Kreuzberg,5508
Kreuzberg,5509
Skalitzer Straße,5509
Kottbusser Tor,5509
Werbellinstraße,5510
Neuköllner Straße,5510
Karl-Marx-Straße,5510
Rudow,5510
Ostbahnhof,5512
Friedrichshain,5512
Charlottenburg,5513
Spandau,5514
Neuendorfer Straße,5514
Hermannplatz,5515
Neukölln,5515
Friedrichshain,5516
Warschauer Straße,5516
Behrenstraße,5517
Glinkastraße,5517
Neukölln,5518
Biebricher Straße,5518
Flughafenstraße,5518
Mainzer Straße,5518
Ecke Straße,5519
Vesaliusstraße,5520
Pankow,5520
Friedrichsfelde,5521
Ehrenfelsstraße,5521
Erieseeweg,5521
Sewanstraße,5521
Treskowallee,5521
Flammen,5521
Mellenseestraße,5521
Karlshorst,5521
Volmerstraße,5522
Albert-Einstein-Straße,5522
Adlershof,5522
Ruschestraße,5523
Fennpfuhl,5523
Bernhard-Bästlein-Straße,5523
Spanien,5524
Treptow-Köpenick,5524
Frankreich,5524
Berlin,5524
Rudow,5525
Lieselotte-Berger-Straße,5525
Waltersdorfer Chaussee,5525
Ludwigsfelder Straße,5526
Schmargendorf,5527
Wiesbadener Straße,5527
Tiergarten,5528
Heidereuther Straße,5529
Spandau,5529
Wilhelmstadt,5529
Spandau,5530
Charlottenburg-Wilmersdorf,5530
Berlin,5530
Mitte,5530
Neukölln,5530
Ruhleben,5531
Charlottenburger Chaussee,5531
Kreuzberg,5532
Graefestraße,5532
Urbanstraße,5532
Am Oberhafen,5533
Wilhelmstadt,5533
Schulenburgstraße,5533
Falkenhagener Feld,5534
Spandau,5534
Delbrückstraße,5534
Falkenhagener Chaussee,5534
Karl-Marx-Straße,5534
Zweibrücker Straße,5534
Grenzallee,5534
Hermannplatz,5534
Neukölln,5534
Moabit,5535
Fritz-Schloß-Park,5535
Wilmersdorf,5536
Westfälische Straße,5536
Brandenburgische Straße,5536
Konstanzer Straße,5536
Charlottenburg-Wilmersdorf,5537
Friedrichshain-Kreuzberg,5537
Mitte,5537
Tempelhof-Schöneberg,5537
Pankow,5537
Neukölln,5537
Charlottenburg-Wilmersdorf,5538
Reinickendorf,5538
Berlin,5538
Antwerpener Straße,5539
Amrumer Straße,5539
Wedding,5539
Ückeritzer Ring,5540
Neu-Hohenschönhausen,5540
Kreuzberg,5541
Graefestraße,5541
Urbanstraße,5541
Charlottenburg-Nord,5542
Kreuzberg,5543
Heinz-Galinski-Straße,5544
Streit,5544
Gesundbrunnen,5544
Schöneberg,5545
Kurfürstenstraße,5545
Choriner Straße,5546
Prenzlauer Berg,5546
Britz,5547
Britzer Damm,5547
Martin-Luther-Straße,5548
Schöneberg,5548
Cecilienstraße,5549
Biesdorf,5549
Ernst-Ruska-Ufer,5550
Havestadtplatz,5550
Adlershof,5550
Hohenschönhausen,5551
Charlottenburg-Nord,5553
Luftbrücke,5554
Berlin-Tempelhof,5554
Kreuzberg,5555
Bergmannstraße,5555
Kurfürstenstraße,5556
Kirchhofstraße,5557
Friedrichshain,5558
Boxhagener Straße,5558
Warschauer Straße,5558
Adenauer Platz,5559
Charlottenburg,5559
Lewishamstraße Ecke Kurfürstendamm,5559
Tempelhof,5560
Kreuzberg,5561
Reichenberger Straße,5561
Kottbusser Tor,5561
Britz,5563
Mariendorfer Weg,5563
Tempelhofer Weg,5563
Treseburger Straße,5563
Wilhelm-Borgmann-Brücke,5563
Alten Potsdamer Straße,5564
Jenaer Straße,5565
Hellersdorf,5565
Pankstraße,5566
Reinickendorf,5566
Gesundbrunnen,5566
Roedernallee,5566
Charlottenburg,5567
Martin-Luther-Straße,5567
Kurfürstendamm,5567
Charlottenburg-Wilmersdorf,5567
Fuggerstraße,5567
Tempelhof-Schöneberg,5567
Schöneberg,5567
Budapester Straße,5567
Savignyplatz,5567
Motzstraße,5567
Westend,5568
Zehlendorf-Mitte,5569
Unter den Eichen,5569
Dahlemer Weg,5569
Zehlendorf,5569
Berliner Straße,5569
Kiefholzstraße,5570
Baumschulenweg,5570
Wilmersdorf,5571
Konstanzer Straße,5571
Hohenzollerndamm,5571
Rahnsdorf,5572
Mendelssohnstraße,5573
Prenzlauer Berg,5573
Otto-Braun,5573
Bellermannstraße,5574
Marzahn,5575
Langhoffstraße,5575
Rosenthaler,5576
Charlottenburg,5577
Luisenplatz,5577
Kaiser-Friedrich-Straße,5577
Landsberger Allee,5578
Berlin,5578
Weißenseer Weg,5578
Marzahn,5578
Rhinstraße,5578
Brüderstraße,5579
Schillerstraße,5580
Charlottenburg,5580
Alt-Buckow,5581
Buckow,5581
Buckower Damm,5581
Rufacher Weg,5581
Wilhelmstadt,5582
